Gene1,Gene1_Chromosome,Gene1_Start,Gene1_End,Gene1_Bin,Gene2,Gene2_Chromosome,Gene2_Start,Gene2_End,Gene2_Bin,HiC_Interaction,Gene1_Time_-4.5,Gene2_Time_-4.5,Gene1_Time_0.5,Gene2_Time_0.5,Gene1_Time_1.0,Gene2_Time_1.0,Gene1_Time_1.5,Gene2_Time_1.5,Gene1_Time_2.0,Gene2_Time_2.0,Gene1_Time_2.5,Gene2_Time_2.5,Gene1_Time_3.0,Gene2_Time_3.0,Gene1_Time_3.5,Gene2_Time_3.5,Gene1_Time_4.0,Gene2_Time_4.0,Gene1_Time_4.5,Gene2_Time_4.5,Gene1_Time_5.0,Gene2_Time_5.0,Gene1_Time_5.5,Gene2_Time_5.5,Gene1_Time_6.0,Gene2_Time_6.0,Gene1_Time_6.5,Gene2_Time_6.5,Gene1_Time_7.0,Gene2_Time_7.0,Gene1_Time_7.5,Gene2_Time_7.5,Gene1_Time_8.0,Gene2_Time_8.0,Gene1_Time_8.5,Gene2_Time_8.5,Gene1_Time_9.0,Gene2_Time_9.0,Gene1_Time_9.5,Gene2_Time_9.5,Gene1_Time_10.0,Gene2_Time_10.0,Gene1_Time_10.5,Gene2_Time_10.5,Gene1_Time_11.0,Gene2_Time_11.0,Gene1_Time_11.5,Gene2_Time_11.5,Gene1_Time_12.0,Gene2_Time_12.0,Gene1_Time_12.5,Gene2_Time_12.5,Gene1_Time_13.0,Gene2_Time_13.0,Gene1_Time_13.5,Gene2_Time_13.5,Gene1_Time_14.0,Gene2_Time_14.0,Gene1_Time_15.0,Gene2_Time_15.0,Gene1_Time_16.0,Gene2_Time_16.0,Gene1_Time_17.0,Gene2_Time_17.0,Gene1_Time_18.0,Gene2_Time_18.0,Gene1_Time_19.0,Gene2_Time_19.0,Gene1_Time_20.0,Gene2_Time_20.0,Gene1_Time_21.0,Gene2_Time_21.0,Gene1_Time_22.0,Gene2_Time_22.0,Gene1_Time_23.0,Gene2_Time_23.0,Gene1_Time_24.0,Gene2_Time_24.0,Gene1_Time_25.0,Gene2_Time_25.0,Gene1_Time_26.0,Gene2_Time_26.0,Gene1_Time_27.0,Gene2_Time_27.0,Gene1_Time_28.0,Gene2_Time_28.0,Gene1_Compartment,Gene2_Compartment,Gene1_Insulation_Score,Gene2_Insulation_Score,Gene1_TAD_Boundary_Distance,Gene2_TAD_Boundary_Distance
ABCG2,6,58561508.0,58672661.0,58000000.0,INMT,6,55147611.0,55152028.0,55000000.0,108.2564,6.9590000000000005,2.8065714285714285,5.42025,9.69,6.058999999999999,8.59075,5.314,10.1945,5.9778,8.339400000000001,5.6965,6.119999999999999,5.3,4.426,5.9485,5.2205,6.30325,3.60525,6.079750000000001,4.79875,5.91175,4.41375,5.89025,4.8275,6.5655,3.99025,5.492,4.236,5.0268,5.099,7.368499999999999,5.2265,5.69625,4.961,6.067,5.442,5.64375,5.89225,6.054,6.38525,5.3565000000000005,6.2545,6.1605,8.75625,5.39625,8.9305,5.649500000000001,9.43375,6.286,8.545,5.55075,9.816,5.35275,9.93425,6.074000000000001,10.367333333333333,5.63375,10.70575,5.963,11.252,5.956,11.4915,5.346,11.74525,6.505749999999999,11.868,5.46575,11.99625,6.504,11.868,6.42575,11.868,6.1655,11.6745,5.585750000000001,11.868,6.144,11.617,6.22875,11.868,6.316749999999999,11.617,6.217499999999999,11.7425,6.63725,11.42925,B,B,0.26824150226967,0.1667579010637786,2.0,0.0
ADAMTSL2,2,26969391.0,26998993.0,26000000.0,ADAMTSL2,2,26969391.0,26998993.0,26000000.0,2826.3996,6.198142857142857,6.198142857142857,7.67,7.67,7.96025,7.96025,7.5795,7.5795,6.7048000000000005,6.7048000000000005,5.984,5.984,5.289,5.289,5.6595,5.6595,5.5475,5.5475,6.20525,6.20525,6.037,6.037,5.83075,5.83075,5.85025,5.85025,6.06825,6.06825,6.407000000000001,6.407000000000001,6.72,6.72,6.8385,6.8385,8.70175,8.70175,7.63775,7.63775,7.419,7.419,7.8965,7.8965,8.275,8.275,8.37725,8.37725,8.423000000000002,8.423000000000002,8.64975,8.64975,8.9315,8.9315,8.922,8.922,9.463666666666668,9.463666666666668,8.838750000000001,8.838750000000001,9.38525,9.38525,9.72425,9.72425,9.6345,9.6345,9.399499999999998,9.399499999999998,8.86975,8.86975,8.499666666666668,8.499666666666668,8.6385,8.6385,8.18,8.18,8.16625,8.16625,8.3855,8.3855,8.2645,8.2645,8.913250000000001,8.913250000000001,8.1955,8.1955,8.941749999999999,8.941749999999999,B,B,0.45349078882706717,0.45349078882706717,2.0,2.0
ADAMTSL2,2,26969391.0,26998993.0,26000000.0,integrin subunit alpha 8,2,12111443.0,12306733.0,12000000.0,64.8965,6.198142857142857,7.571142857142857,7.67,8.11625,7.96025,7.61475,7.5795,7.982,6.7048000000000005,7.4792,5.984,7.39275,5.289,7.553399999999999,5.6595,7.91375,5.5475,7.56425,6.20525,7.529750000000001,6.037,8.016,5.83075,8.3365,5.85025,8.1165,6.06825,7.87025,6.407000000000001,7.928,6.72,7.87,6.8385,8.19775,8.70175,7.9945,7.63775,8.3235,7.419,8.292,7.8965,8.03825,8.275,7.59975,8.37725,8.526,8.423000000000002,8.709,8.64975,8.593250000000001,8.9315,8.53025,8.922,8.46625,9.463666666666668,9.01,8.838750000000001,8.693750000000001,9.38525,8.952,9.72425,8.87025,9.6345,9.15,9.399499999999998,9.11575,8.86975,8.884,8.499666666666668,9.093333333333334,8.6385,9.1115,8.18,8.99475,8.16625,8.848749999999999,8.3855,9.003250000000001,8.2645,9.05475,8.913250000000001,8.9285,8.1955,8.99075,8.941749999999999,8.752,B,B,0.45349078882706717,0.2679633026633549,2.0,4.0
ADAMTSL2,2,26969391.0,26998993.0,26000000.0,Lrp2,2,69254684.0,69416409.0,69000000.0,35.5342,6.198142857142857,3.842142857142857,7.67,5.9485,7.96025,6.0295000000000005,7.5795,5.198,6.7048000000000005,6.0996,5.984,6.114,5.289,6.3652,5.6595,5.69725,5.5475,5.90925,6.20525,4.65225,6.037,6.077,5.83075,6.04175,5.85025,6.066999999999999,6.06825,5.93325,6.407000000000001,6.054,6.72,6.177,6.8385,6.139,8.70175,6.2562500000000005,7.63775,6.013999999999999,7.419,7.94925,7.8965,6.33875,8.275,6.08975,8.37725,6.4875,8.423000000000002,6.2695,8.64975,6.235,8.9315,6.15875,8.922,6.367,9.463666666666668,7.187333333333332,8.838750000000001,5.84225,9.38525,6.52425,9.72425,6.755249999999999,9.6345,6.466,9.399499999999998,6.858750000000001,8.86975,6.707999999999999,8.499666666666668,7.283,8.6385,6.908,8.18,6.88625,8.16625,7.356250000000001,8.3855,7.165,8.2645,7.28375,8.913250000000001,7.7995,8.1955,7.224499999999999,8.941749999999999,7.1515,B,A,0.45349078882706717,0.5190427440360919,2.0,6.0
ADAMTSL2,2,26969391.0,26998993.0,26000000.0,TTF-1,2,28950274.0,28977668.0,28000000.0,290.5467,6.198142857142857,6.394285714285715,7.67,5.267,7.96025,6.3495,7.5795,5.408,6.7048000000000005,6.0388,5.984,5.789,5.289,5.150799999999999,5.6595,5.64275,5.5475,5.93025,6.20525,5.489999999999999,6.037,5.91025,5.83075,5.407,5.85025,5.57175,6.06825,5.835,6.407000000000001,5.6372,6.72,5.3405000000000005,6.8385,5.70825,8.70175,6.0765,7.63775,6.0120000000000005,7.419,5.77825,7.8965,5.51475,8.275,5.9185,8.37725,6.184,8.423000000000002,6.04,8.64975,5.9495,8.9315,6.154999999999999,8.922,6.244000000000001,9.463666666666668,6.3823333333333325,8.838750000000001,5.96325,9.38525,6.225,9.72425,5.724,9.6345,6.5142500000000005,9.399499999999998,6.454750000000001,8.86975,6.4475,8.499666666666668,6.529333333333334,8.6385,6.347,8.18,6.3525,8.16625,6.06725,8.3855,6.401999999999999,8.2645,6.208,8.913250000000001,6.335,8.1955,6.15475,8.941749999999999,6.425,B,B,0.45349078882706717,0.37566480383922457,2.0,0.0
ADAMTSL2,2,26969391.0,26998993.0,26000000.0,VIM,2,13578738.0,13587637.0,13000000.0,54.2987,6.198142857142857,10.802857142857144,7.67,10.42825,7.96025,10.44725,7.5795,10.6445,6.7048000000000005,10.5414,5.984,10.6905,5.289,10.083,5.6595,10.27175,5.5475,10.931,6.20525,11.549,6.037,10.532,5.83075,10.5825,5.85025,11.22025,6.06825,11.1265,6.407000000000001,11.016,6.72,10.487,6.8385,10.6075,8.70175,10.48025,7.63775,10.3935,7.419,9.61975,7.8965,10.43,8.275,10.8245,8.37725,10.99375,8.423000000000002,11.06175,8.64975,11.366,8.9315,11.366,8.922,10.88975,9.463666666666668,11.051,8.838750000000001,11.0465,9.38525,10.501,9.72425,10.6885,9.6345,10.887,9.399499999999998,10.9905,8.86975,10.89225,8.499666666666668,10.694,8.6385,10.8045,8.18,10.6755,8.16625,10.794,8.3855,10.74075,8.2645,10.9105,8.913250000000001,10.8175,8.1955,10.8975,8.941749999999999,10.92575,B,B,0.45349078882706717,0.269360163855559,2.0,3.0
AGER,17,34816836.0,34819910.0,34000000.0,ABCA3,17,24570924.0,24629175.0,24000000.0,116.5836,9.043571428571427,7.627285714285714,12.12725,8.189,11.7425,8.53575,12.381,8.363,12.381,8.7666,12.381,8.44325,12.381,8.0104,12.381,7.7755,12.381,8.34825,12.381,8.1025,12.381,7.74925,12.381,8.09875,12.25275,8.4365,12.381,8.477,12.0732,8.206199999999999,12.381,7.7135,12.1245,8.002500000000001,12.25275,8.221250000000001,11.996250000000002,8.1205,11.638000000000002,7.37525,11.868,8.0735,11.99625,8.24525,11.996250000000002,8.17175,11.996250000000002,8.26625,11.868,8.350000000000001,12.1245,8.473500000000001,12.1245,8.528500000000001,12.21,7.050333333333334,11.996250000000002,8.26575,12.381,8.382000000000001,12.25275,8.2335,12.25275,8.60025,12.381,8.7195,12.25275,8.579500000000001,12.381,8.546999999999999,12.381,8.719750000000001,12.381,8.35725,12.381,8.5275,12.381,8.77675,12.381,8.9605,12.381,8.84875,12.381,9.049,12.381,8.982,B,B,0.345387023172346,0.4477330244142255,0.0,3.0
AGER,17,34816836.0,34819910.0,34000000.0,AGER,17,34816836.0,34819910.0,34000000.0,2277.7516,9.043571428571427,9.043571428571427,12.12725,12.12725,11.7425,11.7425,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.25275,12.25275,12.381,12.381,12.0732,12.0732,12.381,12.381,12.1245,12.1245,12.25275,12.25275,11.996250000000002,11.996250000000002,11.638000000000002,11.638000000000002,11.868,11.868,11.99625,11.99625,11.996250000000002,11.996250000000002,11.996250000000002,11.996250000000002,11.868,11.868,12.1245,12.1245,12.1245,12.1245,12.21,12.21,11.996250000000002,11.996250000000002,12.381,12.381,12.25275,12.25275,12.25275,12.25275,12.381,12.381,12.25275,12.25275,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,12.381,B,B,0.345387023172346,0.345387023172346,0.0,0.0
AGER,17,34816836.0,34819910.0,34000000.0,NME3,17,25115474.0,25116496.0,25000000.0,112.4504,9.043571428571427,6.972857142857142,12.12725,6.44075,11.7425,6.1445,12.381,6.497,12.381,6.4338,12.381,6.268000000000001,12.381,6.6354,12.381,6.0775,12.381,6.68275,12.381,6.46,12.381,6.48275,12.381,6.782,12.25275,6.2145,12.381,6.525,12.0732,6.617400000000001,12.381,7.214,12.1245,6.7627500000000005,12.25275,6.923500000000001,11.996250000000002,7.0715,11.638000000000002,6.4425,11.868,6.727499999999999,11.99625,6.26125,11.996250000000002,7.03925,11.996250000000002,6.8115000000000006,11.868,6.68075,12.1245,6.90025,12.1245,6.9475,12.21,6.866666666666667,11.996250000000002,6.7867500000000005,12.381,6.810499999999999,12.25275,6.717,12.25275,7.0512500000000005,12.381,7.039,12.25275,7.11325,12.381,6.866333333333333,12.381,6.8637500000000005,12.381,7.13175,12.381,6.5965,12.381,7.00325,12.381,6.8465,12.381,6.708500000000001,12.381,6.898249999999999,12.381,6.74025,B,B,0.345387023172346,0.3242466672592482,0.0,2.0
AGER,17,34816836.0,34819910.0,34000000.0,RAGE,17,34816836.0,34819910.0,34000000.0,2277.7516,9.043571428571427,4.922142857142857,12.12725,5.762,11.7425,6.0735,12.381,5.765,12.381,5.7526,12.381,5.2045,12.381,5.3942,12.381,4.4715,12.381,5.162750000000001,12.381,4.798,12.381,4.10975,12.381,5.2555,12.25275,4.58825,12.381,4.65225,12.0732,4.593,12.381,5.6325,12.1245,4.87275,12.25275,4.5585,11.996250000000002,4.41525,11.638000000000002,4.90325,11.868,4.1215,11.99625,5.415000000000001,11.996250000000002,3.70775,11.996250000000002,3.981,11.868,4.05225,12.1245,3.82725,12.1245,4.5005,12.21,4.695,11.996250000000002,4.78525,12.381,4.482,12.25275,4.114,12.25275,3.9162500000000007,12.381,4.097,12.25275,4.458,12.381,5.1113333333333335,12.381,4.095750000000001,12.381,4.173,12.381,3.7325,12.381,4.4695,12.381,4.150500000000001,12.381,4.38775,12.381,3.99075,12.381,4.81275,B,B,0.345387023172346,0.345387023172346,0.0,0.0
