Rank,Term,P-value,Z-score,Combined score,Overlapping genes,Adjusted p-value,Old p-value,Old adjusted p-value
18,positive regulation of cellular component biogenesis (GO:0044089),0.0004241446308301244,23.106160402944596,179.42941098047973,"['TGFB1', 'TFRC', 'MMP3']",0.015564060822008403,0,0
19,regulation of peptidyl-tyrosine phosphorylation (GO:0050730),0.0004241446308301244,23.106160402944596,179.42941098047973,"['EPHA7', 'TGFB1', 'EGFR']",0.015564060822008403,0,0
20,positive regulation of peptidyl-serine phosphorylation (GO:0033138),0.0004378076180593081,22.848275862068967,176.70241869703764,"['TGFB1', 'TFRC', 'EGFR']",0.015564060822008403,0,0
21,regulation of peptidyl-serine phosphorylation (GO:0033135),0.0005103697478646543,21.640290381125226,164.0415183427074,"['TGFB1', 'TFRC', 'EGFR']",0.016635967805165297,0,0
22,regulation of ERK1 and ERK2 cascade (GO:0070372),0.0005411303151552359,12.047619047619047,90.62038851180564,"['EPHA7', 'TGFB1', 'AGER', 'EGFR']",0.016635967805165297,0,0
23,regulation of transforming growth factor beta receptor signaling pathway (GO:0017015),0.0005414210691078273,21.191965872733736,159.39141404206075,"['TGFB1', 'ADAMTSL2', 'NKX2-1']",0.016635967805165297,0,0
24,membrane protein intracellular domain proteolysis (GO:0031293),0.0005615516558705586,66.49333333333334,497.68975294339197,"['MMP7', 'TGFB1']",0.016635967805165297,0,0
25,negative regulation of reactive oxygen species metabolic process (GO:2000378),0.0006144191384293792,63.32380952380952,468.2690107160292,"['MMP3', 'ABCD1']",0.017474080296931545,0,0
26,positive regulation of cellular component organization (GO:0051130),0.0007930178376073408,18.50605778191985,132.12705012351424,"['TGFB1', 'TFRC', 'MMP3']",0.021488008795370293,0,0
27,regulation of protein-containing complex assembly (GO:0043254),0.0008340667801594474,18.176685993286544,128.85810938905868,"['TGFB1', 'TFRC', 'MMP3']",0.021488008795370293,0,0
28,positive regulation of gene silencing by miRNA (GO:2000637),0.0008490191830924593,53.181333333333335,376.06801093159754,"['TGFB1', 'EGFR']",0.021488008795370293,0,0
29,positive regulation of protein-containing complex assembly (GO:0031334),0.0008764448031866927,17.858770614692652,125.719259352402,"['TGFB1', 'TFRC', 'MMP3']",0.021488008795370293,0,0
30,positive regulation of B cell proliferation (GO:0030890),0.0010490581524956052,47.476190476190474,325.6801394016241,"['TFRC', 'CD38']",0.023308760825761728,0,0
31,respiratory tube development (GO:0030323),0.0010490581524956052,47.476190476190474,325.6801394016241,"['ABCA3', 'NKX2-1']",0.023308760825761728,0,0
32,primary neural tube formation (GO:0014020),0.0010490581524956052,47.476190476190474,325.6801394016241,"['TGFB1', 'LRP2']",0.023308760825761728,0,0
33,tube closure (GO:0060606),0.0011202887088092445,45.836781609195405,311.42283384712533,"['TGFB1', 'LRP2']",0.024137129453435543,0,0
34,extracellular matrix organization (GO:0030198),0.0012812792607421553,9.494208494208495,63.23044381015317,"['TGFB1', 'MMP7', 'MMP3', 'ADAMTSL2']",0.02521309489512961,0,0
35,organic substance transport (GO:0071702),0.0013204021898840547,15.427793621986,102.28347773241414,"['ABCA3', 'LRP2', 'ABCD1']",0.02521309489512961,0,0
36,neural tube closure (GO:0001843),0.001347535310850809,41.53333333333333,274.5136550437013,"['TGFB1', 'LRP2']",0.02521309489512961,0,0
37,regulation of myoblast differentiation (GO:0045661),0.001347535310850809,41.53333333333333,274.5136550437013,"['TGFB1', 'IGFBP3']",0.02521309489512961,0,0
38,ventricular cardiac muscle tissue morphogenesis (GO:0055010),0.001347535310850809,41.53333333333333,274.5136550437013,"['TGFB1', 'LRP2']",0.02521309489512961,0,0
39,respiratory system development (GO:0060541),0.0014277793137493177,40.27272727272727,263.8522083050535,"['ABCA3', 'NKX2-1']",0.02537877730189412,0,0
40,lung development (GO:0030324),0.0014277793137493177,40.27272727272727,263.8522083050535,"['ABCA3', 'NKX2-1']",0.02537877730189412,0,0
41,positive regulation of intracellular signal transduction (GO:1902533),0.0016289196390854418,6.6498938864927775,42.69124334386596,"['TGFB1', 'TFRC', 'LRP2', 'AGER', 'EGFR']",0.027823909964506868,0,0
42,response to estradiol (GO:0032355),0.0016818998191634993,36.91111111111111,235.78195012588583,"['TGFB1', 'EGFR']",0.027823909964506868,0,0
43,positive regulation of transferase activity (GO:0051347),0.0016827399837887418,14.142449464922711,90.33251820665853,"['EPHA7', 'TGFB1', 'EGFR']",0.027823909964506868,0,0
44,response to peptide (GO:1901652),0.001771046513804409,35.91171171171171,227.54323673206443,"['MMP3', 'AGER']",0.027982534918109665,0,0
45,membrane protein proteolysis (GO:0033619),0.001771046513804409,35.91171171171171,227.54323673206443,"['TGFB1', 'MMP7']",0.027982534918109665,0,0
46,cellular response to growth factor stimulus (GO:0071363),0.002027987435204574,13.223359288097887,81.9942345376336,"['TGFB1', 'LRP2', 'EGFR']",0.03134563187892287,0,0
47,positive regulation of protein kinase B signaling (GO:0051897),0.002139522619210619,12.97031863814928,79.73078669677686,"['TGFB1', 'LRP2', 'EGFR']",0.03184168638975618,0,0
48,regulation of cell-cell adhesion (GO:0022407),0.0021496497140763666,32.40162601626016,199.02537983535302,"['EPHA7', 'TGFB1']",0.03184168638975618,0,0
49,positive regulation of biosynthetic process (GO:0009891),0.0022497705003053977,31.62857142857143,192.83709325972814,"['TGFB1', 'VIM']",0.031991736514342756,0,0
50,response to amyloid-beta (GO:1904645),0.0022497705003053977,31.62857142857143,192.83709325972814,"['MMP3', 'AGER']",0.031991736514342756,0,0
51,positive regulation of RNA metabolic process (GO:0051254),0.0023520656851959603,30.891472868217054,186.96944471315183,"['TGFB1', 'EGFR']",0.03279056278773192,0,0
52,regulation of B cell proliferation (GO:0030888),0.0024565284980170715,30.187878787878788,181.39914794415571,"['TFRC', 'CD38']",0.033364569997643145,0,0
53,epidermal growth factor receptor signaling pathway (GO:0007173),0.0025631521818335165,29.515555555555554,176.10507747279536,"['TGFB1', 'EGFR']",0.033364569997643145,0,0
54,regulation of protein localization to nucleus (GO:1900180),0.0025631521818335165,29.515555555555554,176.10507747279536,"['TGFB1', 'TFRC']",0.033364569997643145,0,0
55,positive regulation of ERK1 and ERK2 cascade (GO:0070374),0.0025809442332916637,12.119363395225465,72.22655766731268,"['TGFB1', 'AGER', 'EGFR']",0.033364569997643145,0,0
56,positive regulation of protein phosphorylation (GO:0001934),0.002778830722736062,7.629817049435578,44.907005282060595,"['TGFB1', 'TFRC', 'AGER', 'EGFR']",0.034712457103441174,0,0
57,regulation of stress-activated MAPK cascade (GO:0032872),0.002782855210824398,28.25673758865248,166.2704943739133,"['AGER', 'EGFR']",0.034712457103441174,0,0
58,negative regulation of programmed cell death (GO:0043069),0.003057733842423594,7.4236453201970445,42.98350929116788,"['TFRC', 'CD38', 'LRP2', 'EGFR']",0.03748359934419268,0,0
59,fatty acid beta-oxidation (GO:0006635),0.0031284482294499775,26.557333333333332,153.16193536546893,"['AMACR', 'ABCD1']",0.03770045239218532,0,0
60,positive regulation of B cell activation (GO:0050871),0.0032478960843109086,26.03529411764706,149.1756705192092,"['TFRC', 'CD38']",0.0378566248515583,0,0
61,positive regulation of NIK/NF-kappaB signaling (GO:1901224),0.0032478960843109086,26.03529411764706,149.1756705192092,"['AGER', 'EGFR']",0.0378566248515583,0,0
62,negative regulation of cell differentiation (GO:0045596),0.0034684148256972137,10.884079236977255,61.648051851422856,"['TGFB1', 'NKX2-1', 'EGFR']",0.03977488614630192,0,0
63,cellular response to peptide (GO:1901653),0.0037467611047736884,24.136969696969697,134.84995542546292,"['VIM', 'AGER']",0.042284875325303055,0,0
64,receptor metabolic process (GO:0043112),0.0038767126787624803,23.704761904761906,131.62703700438337,"['TGFB1', 'TFRC']",0.04272224397681144,0,0
65,regulation of cell migration (GO:0030334),0.0039056903776269244,6.917963224893918,38.36232479785226,"['TGFB1', 'MMP7', 'NKX2-1', 'EGFR']",0.04272224397681144,0,0
66,regulation of protein kinase B signaling (GO:0051896),0.004344748563105617,10.022312373225152,54.50922615453059,"['TGFB1', 'LRP2', 'EGFR']",0.04680479133891051,0,0
67,phosphate-containing compound metabolic process (GO:0006796),0.004643711179022968,9.780069295495792,52.540893255738254,"['EPHA7', 'TGFB1', 'THNSL2']",0.047951086245866706,0,0
68,extracellular structure organization (GO:0043062),0.004891672738934647,9.594463331714424,51.04466492297387,"['MMP7', 'MMP3', 'ADAMTSL2']",0.047951086245866706,0,0
69,external encapsulating structure organization (GO:0045229),0.004954893854468597,9.549145987753787,50.68094197621385,"['MMP7', 'MMP3', 'ADAMTSL2']",0.047951086245866706,0,0
70,regulation of cell growth (GO:0001558),0.004954893854468597,9.549145987753787,50.68094197621385,"['TGFB1', 'TFRC', 'EGFR']",0.047951086245866706,0,0
71,ERBB signaling pathway (GO:0038127),0.004990689707727336,20.733333333333334,109.89042273368166,"['TGFB1', 'EGFR']",0.047951086245866706,0,0
72,extracellular matrix disassembly (GO:0022617),0.004990689707727336,20.733333333333334,109.89042273368166,"['MMP7', 'MMP3']",0.047951086245866706,0,0
73,cellular component disassembly (GO:0022411),0.004990689707727336,20.733333333333334,109.89042273368166,"['MMP7', 'MMP3']",0.047951086245866706,0,0
74,positive regulation of T cell proliferation (GO:0042102),0.004990689707727336,20.733333333333334,109.89042273368166,"['TFRC', 'AGER']",0.047951086245866706,0,0
75,positive regulation of cell motility (GO:2000147),0.005212735200261468,9.372034166403036,49.26550874778245,"['TGFB1', 'MMP7', 'EGFR']",0.04941672969847871,0,0
76,positive regulation of protein localization to nucleus (GO:1900182),0.0052896020248526365,20.1030303030303,105.38033146318955,"['TGFB1', 'TFRC']",0.04948561894302927,0,0
77,positive regulation of MAP kinase activity (GO:0043406),0.005442085321469348,19.801990049751243,103.23951592558002,"['TGFB1', 'EGFR']",0.050250943682658526,0,0
78,positive regulation of cellular protein localization (GO:1903829),0.005753074084466142,19.22608695652174,99.16855918612964,"['TGFB1', 'TFRC']",0.05108404329825014,0,0
79,regulation of apoptotic process (GO:0042981),0.006078722784008965,4.832152369465803,24.65828350970083,"['TFRC', 'IGFBP3', 'CD38', 'LRP2', 'EGFR']",0.05108404329825014,0,0
80,positive regulation of lymphocyte proliferation (GO:0050671),0.006398961407422685,18.168949771689498,91.78262244878005,"['TFRC', 'CD38']",0.05108404329825014,0,0
81,regulation of epithelial to mesenchymal transition (GO:0010717),0.006565377343359374,17.922522522522524,90.07761774364816,"['TGFB1', 'NKX2-1']",0.05108404329825014,0,0
82,membrane organization (GO:0061024),0.0066989545356450474,8.53946039532535,42.74686333287664,"['TFRC', 'LRP2', 'EGFR']",0.05108404329825014,0,0
83,negative regulation of developmental process (GO:0051093),0.006733758256686371,17.682666666666666,88.42432943762397,"['TGFB1', 'TFRC']",0.05108404329825014,0,0
84,cellular response to cytokine stimulus (GO:0071345),0.007020316019449056,5.82486551105798,28.88519961324623,"['TGFB1', 'MMP3', 'F13A1', 'VIM']",0.05108404329825014,0,0
85,negative regulation of apoptotic process (GO:0043066),0.007173241812018225,5.787644787644788,28.575903431998313,"['TFRC', 'CD38', 'LRP2', 'EGFR']",0.05108404329825014,0,0
86,regulation of NIK/NF-kappaB signaling (GO:1901222),0.007250627854701718,17.0,83.75334262468323,"['AGER', 'EGFR']",0.05108404329825014,0,0
87,regulation of protein localization to plasma membrane (GO:1903076),0.007250627854701718,17.0,83.75334262468323,"['TGFB1', 'EGFR']",0.05108404329825014,0,0
88,negative regulation of protein modification process (GO:0031400),0.007426805742962283,16.78396624472574,82.28607031798515,"['TGFB1', 'IGFBP3']",0.05108404329825014,0,0
89,pulmonary artery morphogenesis (GO:0061156),0.007975146000148757,161.0,777.8594770432692,['LRP2'],0.05108404329825014,0,0
90,regulation of skeletal muscle tissue development (GO:0048641),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
91,female genitalia development (GO:0030540),0.007975146000148757,161.0,777.8594770432692,['LRP2'],0.05108404329825014,0,0
92,folate transmembrane transport (GO:0098838),0.007975146000148757,161.0,777.8594770432692,['LRP2'],0.05108404329825014,0,0
93,positive regulation of dendritic cell differentiation (GO:2001200),0.007975146000148757,161.0,777.8594770432692,['AGER'],0.05108404329825014,0,0
94,negative regulation of gene silencing by RNA (GO:0060967),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
95,negative regulation of hydrogen peroxide metabolic process (GO:0010727),0.007975146000148757,161.0,777.8594770432692,['MMP3'],0.05108404329825014,0,0
96,heart field specification (GO:0003128),0.007975146000148757,161.0,777.8594770432692,['LRP2'],0.05108404329825014,0,0
97,negative regulation of macrophage cytokine production (GO:0010936),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
98,negative regulation of posttranscriptional gene silencing (GO:0060149),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
99,salivary gland development (GO:0007431),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
100,salivary gland morphogenesis (GO:0007435),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
101,secondary heart field specification (GO:0003139),0.007975146000148757,161.0,777.8594770432692,['LRP2'],0.05108404329825014,0,0
102,long-chain fatty acid catabolic process (GO:0042758),0.007975146000148757,161.0,777.8594770432692,['ABCD1'],0.05108404329825014,0,0
103,positive regulation of protein catabolic process in the vacuole (GO:1904352),0.007975146000148757,161.0,777.8594770432692,['LRP2'],0.05108404329825014,0,0
104,lung morphogenesis (GO:0060425),0.007975146000148757,161.0,777.8594770432692,['NKX2-1'],0.05108404329825014,0,0
105,lymph node development (GO:0048535),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
106,positive regulation of protein kinase C activity (GO:1900020),0.007975146000148757,161.0,777.8594770432692,['EGFR'],0.05108404329825014,0,0
107,coronary artery morphogenesis (GO:0060982),0.007975146000148757,161.0,777.8594770432692,['LRP2'],0.05108404329825014,0,0
108,trophoblast giant cell differentiation (GO:0060707),0.007975146000148757,161.0,777.8594770432692,['E2F8'],0.05108404329825014,0,0
109,drug transport (GO:0015893),0.007975146000148757,161.0,777.8594770432692,['ABCA3'],0.05108404329825014,0,0
110,regulation of protein import (GO:1904589),0.007975146000148757,161.0,777.8594770432692,['TGFB1'],0.05108404329825014,0,0
111,regulation of protein kinase C activity (GO:1900019),0.007975146000148757,161.0,777.8594770432692,['EGFR'],0.05108404329825014,0,0
112,negative regulation of phosphorylation (GO:0042326),0.008336574343939954,15.780952380952382,75.54504286216243,"['TGFB1', 'IGFBP3']",0.05292236034411881,0,0
113,positive regulation of nucleic acid-templated transcription (GO:1903508),0.008592343066193144,5.483516483516484,26.084450801237324,"['TGFB1', 'NKX2-1', 'CD38', 'EGFR']",0.05391961757432079,0,0
114,positive regulation of cell migration (GO:0030335),0.008947840436015066,7.662172673061965,36.13743497146735,"['TGFB1', 'MMP7', 'EGFR']",0.05391961757432079,0,0
115,positive regulation of MAPK cascade (GO:0043410),0.009407238112658678,7.518895533782924,35.08524082863073,"['TGFB1', 'AGER', 'EGFR']",0.05391961757432079,0,0
116,epithelial tube branching involved in lung morphogenesis (GO:0060441),0.00956277225126547,128.79354838709676,598.8742368950442,['NKX2-1'],0.05391961757432079,0,0
117,foam cell differentiation (GO:0090077),0.00956277225126547,128.79354838709676,598.8742368950442,['TGFB1'],0.05391961757432079,0,0
118,negative regulation of cytokinesis (GO:0032466),0.00956277225126547,128.79354838709676,598.8742368950442,['E2F8'],0.05391961757432079,0,0
119,regulation of blood vessel remodeling (GO:0060312),0.00956277225126547,128.79354838709676,598.8742368950442,['TGFB1'],0.05391961757432079,0,0
120,hepatocyte differentiation (GO:0070365),0.00956277225126547,128.79354838709676,598.8742368950442,['E2F8'],0.05391961757432079,0,0
121,IMP biosynthetic process (GO:0006188),0.00956277225126547,128.79354838709676,598.8742368950442,['HPRT1'],0.05391961757432079,0,0
122,regulation of hyaluronan biosynthetic process (GO:1900125),0.00956277225126547,128.79354838709676,598.8742368950442,['TGFB1'],0.05391961757432079,0,0
123,regulation of hydrogen peroxide metabolic process (GO:0010310),0.00956277225126547,128.79354838709676,598.8742368950442,['MMP3'],0.05391961757432079,0,0
124,macrophage derived foam cell differentiation (GO:0010742),0.00956277225126547,128.79354838709676,598.8742368950442,['TGFB1'],0.05391961757432079,0,0
125,ventricular compact myocardium morphogenesis (GO:0003223),0.00956277225126547,128.79354838709676,598.8742368950442,['LRP2'],0.05391961757432079,0,0
126,regulation of nitric oxide mediated signal transduction (GO:0010749),0.00956277225126547,128.79354838709676,598.8742368950442,['EGFR'],0.05391961757432079,0,0
127,regulation of epithelial cell proliferation (GO:0050678),0.009689985641942815,14.561904761904762,67.51863533276283,"['TGFB1', 'EGFR']",0.05391961757432079,0,0
128,regulation of kinase activity (GO:0043549),0.009890817509289765,14.402898550724638,66.4859182031573,"['EPHA7', 'EGFR']",0.05391961757432079,0,0
129,regulation of MAP kinase activity (GO:0043405),0.010504410313855886,13.945964912280703,63.537259419042115,"['TGFB1', 'EGFR']",0.05391961757432079,0,0
130,positive regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902961),0.011147937810724552,107.3225806451613,482.57606413668003,['AGER'],0.05391961757432079,0,0
131,negative regulation of cardiocyte differentiation (GO:1905208),0.011147937810724552,107.3225806451613,482.57606413668003,['EGFR'],0.05391961757432079,0,0
132,positive regulation of cardiac muscle cell differentiation (GO:2000727),0.011147937810724552,107.3225806451613,482.57606413668003,['TGFB1'],0.05391961757432079,0,0
133,gland morphogenesis (GO:0022612),0.011147937810724552,107.3225806451613,482.57606413668003,['TGFB1'],0.05391961757432079,0,0
134,positive regulation of gliogenesis (GO:0014015),0.011147937810724552,107.3225806451613,482.57606413668003,['LRP2'],0.05391961757432079,0,0
135,regulation of dopamine metabolic process (GO:0042053),0.011147937810724552,107.3225806451613,482.57606413668003,['HPRT1'],0.05391961757432079,0,0
136,regulation of extracellular matrix assembly (GO:1901201),0.011147937810724552,107.3225806451613,482.57606413668003,['TGFB1'],0.05391961757432079,0,0
137,SMAD protein complex assembly (GO:0007183),0.011147937810724552,107.3225806451613,482.57606413668003,['TGFB1'],0.05391961757432079,0,0
138,negative regulation of striated muscle tissue development (GO:0045843),0.011147937810724552,107.3225806451613,482.57606413668003,['TGFB1'],0.05391961757432079,0,0
139,positive regulation of oxidative stress-induced cell death (GO:1903209),0.011147937810724552,107.3225806451613,482.57606413668003,['MMP3'],0.05391961757432079,0,0
140,surfactant homeostasis (GO:0043129),0.011147937810724552,107.3225806451613,482.57606413668003,['ABCA3'],0.05391961757432079,0,0
141,chemical homeostasis within a tissue (GO:0048875),0.011147937810724552,107.3225806451613,482.57606413668003,['ABCA3'],0.05391961757432079,0,0
142,neuron projection arborization (GO:0140058),0.011147937810724552,107.3225806451613,482.57606413668003,['LRP2'],0.05391961757432079,0,0
143,regulation of lysosomal protein catabolic process (GO:1905165),0.011147937810724552,107.3225806451613,482.57606413668003,['LRP2'],0.05391961757432079,0,0
144,regulation of muscle organ development (GO:0048634),0.011147937810724552,107.3225806451613,482.57606413668003,['TGFB1'],0.05391961757432079,0,0
145,positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),0.011147937810724552,107.3225806451613,482.57606413668003,['ABCD1'],0.05391961757432079,0,0
146,very long-chain fatty acid catabolic process (GO:0042760),0.011147937810724552,107.3225806451613,482.57606413668003,['ABCD1'],0.05391961757432079,0,0
147,regulation of phospholipid transport (GO:2001138),0.011147937810724552,107.3225806451613,482.57606413668003,['ABCA3'],0.05391961757432079,0,0
148,positive regulation of cellular protein metabolic process (GO:0032270),0.011563693781112548,13.245333333333333,59.072662599526296,"['TGFB1', 'VIM']",0.0551920088695985,0,0
149,steroid metabolic process (GO:0008202),0.01200008737821143,12.984313725490196,57.42755961664597,"['AMACR', 'LRP2']",0.0551920088695985,0,0
150,regulation of JNK cascade (GO:0046328),0.012220977534959815,12.857605177993527,56.63262491595657,"['AGER', 'EGFR']",0.0551920088695985,0,0
151,positive regulation of protein serine/threonine kinase activity (GO:0071902),0.012443655361625307,12.733333333333333,55.855331969041785,"['TGFB1', 'EGFR']",0.0551920088695985,0,0
152,positive regulation of aspartic-type peptidase activity (GO:1905247),0.012730646209021314,91.98617511520737,401.4040374155011,['AGER'],0.0551920088695985,0,0
153,purine ribonucleoside monophosphate catabolic process (GO:0009169),0.012730646209021314,91.98617511520737,401.4040374155011,['HPRT1'],0.0551920088695985,0,0
154,regulation of striated muscle tissue development (GO:0016202),0.012730646209021314,91.98617511520737,401.4040374155011,['TGFB1'],0.0551920088695985,0,0
155,positive regulation of fibroblast migration (GO:0010763),0.012730646209021314,91.98617511520737,401.4040374155011,['TGFB1'],0.0551920088695985,0,0
156,"regulation of CD4-positive, alpha-beta T cell activation (GO:2000514)",0.012730646209021314,91.98617511520737,401.4040374155011,['AGER'],0.0551920088695985,0,0
157,negative regulation of long-term synaptic potentiation (GO:1900272),0.012730646209021314,91.98617511520737,401.4040374155011,['AGER'],0.0551920088695985,0,0
158,negative regulation of mitochondrial fusion (GO:0010637),0.012730646209021314,91.98617511520737,401.4040374155011,['TFRC'],0.0551920088695985,0,0
159,negative regulation of nitrogen compound metabolic process (GO:0051172),0.012730646209021314,91.98617511520737,401.4040374155011,['TGFB1'],0.0551920088695985,0,0
160,positive regulation of leukocyte differentiation (GO:1902107),0.012730646209021314,91.98617511520737,401.4040374155011,['AGER'],0.0551920088695985,0,0
161,regulation of epithelial to mesenchymal transition involved in endocardial cushion formation (GO:1905005),0.012730646209021314,91.98617511520737,401.4040374155011,['TGFB1'],0.0551920088695985,0,0
162,thyroid gland development (GO:0030878),0.012730646209021314,91.98617511520737,401.4040374155011,['NKX2-1'],0.0551920088695985,0,0
163,coronary vasculature morphogenesis (GO:0060977),0.012730646209021314,91.98617511520737,401.4040374155011,['LRP2'],0.0551920088695985,0,0
164,regulation of nitrogen compound metabolic process (GO:0051171),0.012730646209021314,91.98617511520737,401.4040374155011,['ABCA3'],0.0551920088695985,0,0
165,lipid transport (GO:0006869),0.013122355817839515,12.374454828660436,53.623932193520375,"['ABCA3', 'ABCD1']",0.056545424160508465,0,0
166,positive regulation of kinase activity (GO:0033674),0.014288727589481968,11.81904761904762,50.21067483131771,"['EPHA7', 'EGFR']",0.05684385822405028,0,0
167,negative regulation of biomineralization (GO:0110150),0.014310901015618847,80.48387096774194,341.7935690237759,['TGFB1'],0.05684385822405028,0,0
168,purine nucleobase metabolic process (GO:0006144),0.014310901015618847,80.48387096774194,341.7935690237759,['HPRT1'],0.05684385822405028,0,0
169,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process (GO:1902959),0.014310901015618847,80.48387096774194,341.7935690237759,['AGER'],0.05684385822405028,0,0
170,positive regulation of extracellular matrix assembly (GO:1901203),0.014310901015618847,80.48387096774194,341.7935690237759,['TGFB1'],0.05684385822405028,0,0
171,positive regulation of fatty acid beta-oxidation (GO:0032000),0.014310901015618847,80.48387096774194,341.7935690237759,['ABCD1'],0.05684385822405028,0,0
172,regulation of cellular response to oxidative stress (GO:1900407),0.014310901015618847,80.48387096774194,341.7935690237759,['ABCD1'],0.05684385822405028,0,0
173,response to leptin (GO:0044321),0.014310901015618847,80.48387096774194,341.7935690237759,['LRP2'],0.05684385822405028,0,0
174,IMP metabolic process (GO:0046040),0.014310901015618847,80.48387096774194,341.7935690237759,['HPRT1'],0.05684385822405028,0,0
175,cellular response to muramyl dipeptide (GO:0071225),0.014310901015618847,80.48387096774194,341.7935690237759,['VIM'],0.05684385822405028,0,0
176,cellular response to nitric oxide (GO:0071732),0.014310901015618847,80.48387096774194,341.7935690237759,['MMP3'],0.05684385822405028,0,0
177,cellular response to reactive nitrogen species (GO:1902170),0.014310901015618847,80.48387096774194,341.7935690237759,['MMP3'],0.05684385822405028,0,0
178,regulation of leukocyte mediated cytotoxicity (GO:0001910),0.014310901015618847,80.48387096774194,341.7935690237759,['AGER'],0.05684385822405028,0,0
179,peroxisomal transport (GO:0043574),0.014310901015618847,80.48387096774194,341.7935690237759,['ABCD1'],0.05684385822405028,0,0
180,cellular response to oxygen-containing compound (GO:1901701),0.01464327732362324,6.3517241379310345,26.828246853555502,"['MMP3', 'VIM', 'EGFR']",0.0578409454283118,0,0
181,cellular response to lipopolysaccharide (GO:0071222),0.015745564393726666,11.214689265536723,46.55437971554629,"['TGFB1', 'VIM']",0.05977179810004944,0,0
182,positive regulation of circadian rhythm (GO:0042753),0.015888705824063775,71.53763440860214,296.3193797028303,['NKX2-1'],0.05977179810004944,0,0
